text,label
Los celulares han arruinado la diversión de empujar a alguien vestido a la piscina :(,0
"¿Cómo hacer feliz a una mujer? Dile que tú tienes la culpa de todo,,",1
¡CHINGUEN A SU FUCKING MOTHER PINCHES GRINGOS!,0
"— Es que yo quiero estar con ella
— Todos queremos algo que NUNCA pasará.",0
"#Chiste ¿Cuantas casas hay en springfield?
Milhouse #chistes RT.",1
Faltas un día a clases y ya tienes: -8 exámenes. -4 exposiciones. -5 trabajos. -3 hijos. -y una bomba atómica por desactivar.,1
"Y pasa que lo que es importante... deja de serlo.

Y pasa que por lo que vives... ahora te mata.",0
Me duele todo,0
Tendré que dormir,0
"—¿De dónde vienes? 
—Del salón de belleza.
—¿Y qué... No había luz?",1
"— Oye, tengo algo que decirte, pero me da pena
— A mí me pasa igual!
— Digámoslo a las 3: 1... 2... 3!
— Te amo!
— Tienes un moco!",1
Tuve cerca de 15.000 notificaciones en Tw hoy y me siguen llegando. Creo que desinstalar Twitter es una buena opción,0
"De ahora en adelante estoy pariendo estos clase de ensayos, como que quiero terminar ya y no tengo tiempo PA ESTO’",0
"- ¿Trabajas? 
-Por supuesto, soy ingeniero en navegación terrestre. -Ah, ¿Taxista? 
-Sí :(",1
"Escribo para hacer reír, si quisiera discutir estaría en algún otro lugar, no en Twitter.",0
Grande el Negro Rada poniendo a laburar a toda la familia.,0
No vulll estodiaaarrr 😭😭😭,0
"Debí de haber escogido una carrera más bara, cawn",0
Apenas vamos en la 5° semana y siento como si fuera semana de entregas🤨,0
"Las de paquita la del barrio

CANCIONES PERRONAS",0
"Un alma caritativa que le cuente que no es un yo-yo, sino una pelota de basquet.",0
Con lo celosa que soy de toto me dice esto.. AH NO ALTO MALO.,0
Cocaína cocainaaa🎶,0
"Gente que anuncia su “Limpieza de amigos en Facebook”, mejor limpien su habitación, ridículos.",0
": Se solicita trabajo d mantenimiento(para hombre)en las noches.Area SJuan,tiene exp,y es responsable,no vicios(Part o Full time) Gracias!",0
Dicen que lo bueno tarda y yo llevo esperando tanto tiempo que lo bueno no quiere venir,0
"“Pinche culote, marca MATAMEAPEDOS” 

—Jaime Sabines, del recuento de poemas en prosa, del Fondo de Cultura Económica.",0
"Ya voy a dejar de fumar, porque dicen que afecta a ""la larga"", y yo no quiero que me pase nada en ése órgano tan importante de mi cuerpo.",1
"Con el Barça en cuartos podremos jugar contra uno de los jugadores más TOP del mundo, Altintop, que el Galatasaray también se ha clasificado",0
¿Cuántas ardillas se necesitan para cambiar un bombillo? 100 porque son muy estúpidas.,1
"Instagram tiene historia, WhatsApp tiene historia, Facebook Messenger tiene historia, ¿tú y yo para cuándo?",1
A veces es mejor ni enterarse de ciertas cosas.,0
Falta poco para el cumpleaños de @itsjoelpimentel 🤗😁,0
"Yo usare la AMA para ir a SJ el sabado,y si tuviese auto,tambien la usaria,son menos malos ratos,tapon,y se contamina menos!",0
¿Les gusta el nuevo avatar navideño de #JajaChistes? :),0
""" la vida es corta: Vívela!
La ira es fea, déjala ir.
El amor es raro: Agárralo!
Los recuerdos dulces.... conservarlos en el corazón...""",0
@Iklan_TerUpdate Chino 110 K DC|ZARA|DICKIES &gt;PIN:2AB7961A | HP:081222548052&lt; #IKLAN #Promo,0
tivos en el #ModoSeguidera vayan a seguir a #Followme también. #Followback,0
"—Uy ¿Quién pidió pollo?
—Señor, deje de hacerse el pendejo y pagueme el domicilio!",1
"-Está bien buena la salsa señora, hasta los mocos se me salieron. 

-¿Por el chile?

-JAJA no mames, por la nariz, tampoco fue para tanto.",1
"En mi currículum voy a escribir que a veces duermo 14 horas seguidas, para que sepan que soy de esas personas que luchan por sus sueños.",1
La cabeza me va a explotar.,0
"¿De quién es esa manita? ¿De quién es esa piernita ¿De quién son esos ojitos? ¡Ay Dios mío, esta Morgue es un desastre! #Plop",1
Buen día hijos de puta,0
"Me voy para la playa, a ver el atardecer con mi fili y vinito.",0
"CALLATE CALLATE CALLATE LPM, CALLATE. NO, BASTA. DEJA DE DECIR COSAS QUÉ NO SON, PAPÁ. ME ALTERAS.",0
Siempre el tiempo... siempreeee se encarga de poner todo y a todos en su lugar ⏳ Siempreeeeeeee....,0
Tienes un poco de cara en tu maquillaje.,1
"- ¿Conoces la canción de la nalga? 
- No.
- ¿Te la toco?",1
"Iba todo muy lindo, me dormí una siesta con mi gata y me despertó de un arañón porque se resbaló y se cayó a la mierda JAJAJA una suerte",0
"Ella; hola Mi vida ¿donde andas? 
El; en mi casa, a punto de dormir ¿y vos? 
Ella; en el bar, atrás de vos ¬¬
El; .__.",1
Alexia por mosca muerta y a la gorda fea de Daniela  que no ninguna especialista. #QuieroFueraA,0
Mamá yo quiero comer madera . . .hijo la madera no se come . mmm como yo te escuché decirle a mi papá anoche en el cuarto mmm que rico palo,1
"Un aplauso para esos qué cuando les contás que te pusiste de novio, te preguntan ""¿Contra quién?"". Entendieron todo.",1
TAL VEZ MI FUTURO ESTAN EN SUS MANOS Y SI ACASO ES UN PECADO KELEVOYASER,0
"Mami, quiero conocer a papá -Hijo, eso esta como dificil porque tu eres un bebé probeta -¿Cómo así mami? -Probetantos que ni me acuerdo #RT",1
"- Arriba las manos, esto es un atraco, ¿tiene algo de valor?
- Nada de nada. ¡Soy un cobarde!
#Chistes #Humor #An...",1
"Entra una señora a la carnicería y dice:
Deme esa cabeza de cerdo de allí
Y contesta el carnicero:
Perdone señora, pero eso es un espejo",1
"Mi felicidad empieza con D., y termina en ormir!! #XD",1
ahre ojala pudiera ir a lolla,0
Admito que cuando el profesor dijo: 'Si no les interesa se pueden salir'... yo también me quise salir pero nunca lo hice.,0
"""hay que disfrutar cada segundo de la vida, porque uno no sabe cuando se va a ir""",0
Fuimos hasta la pancheria con ezequiel y estaba cerrada 💔💔💔 que dolor al corazón,0
"UN BOOMERAN LE DICE A OTRO : VOY Y VUELVO OK??
#chistes #humor",1
— ¿Y tu media naranja? — Se la está comiendo otro.,1
"En mi corazón pasan muchas cosas, sangre por ejemplo...",1
"¿Nunca les pasó que piensan mirando un punto fijo y a veces ese punto fijo es la cola de alguien? Sin maldad, sin darse cuenta.",1
Vale se me pierde en el colegio mientras corremos por vez número 827372289,0
Me voy. Fijo en Wakanda me dan la ciudadanía.,1
Ojala armen el equipo del barrio,0
"""Voy a manejar callado, sin preguntar nada a mis pasajeros"".

— Ningún taxista nunca jamás en toda su vida.",1
"¿Qué significa VIAGRA?

Viejitos agradecidos. #XD",1
El cliente siempre tiene la razón que le hizo perder al vendedor.,1
@mariobautista_ Puedo ser tu siguiente follow,0
"—Amor, ¿qué es “stalker”? 
—¿Por qué preguntas? 
—Porque pusiste esa palabra en un tuit el 15 de enero del 2010 a las 8:24PM vía web.",1
"""No hay un grito de dolor que en el futuro no tenga al fin como eco una alegría"" Anónimo #valencia #naguanagua",0
"Amigas, dejen de usar tantos filtros en sus fotos, que tal que un día se pierden y las quieren localizar,  nunca las van a encontrar.",1
"Sabes que se acerca septiembre, cuando en los supermercados empiezan a vender cosas de Navidad.",1
-Creo que mi hijo de grande será Presidente -¿Por qué? -Le hablo y no me hace caso... y se hace pendejo con el cambio #fb,1
El arroz con leche &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,0
Re pega esa frase jajajja,0
"Fui al Gym y hoy me tocó pierna, la verdad yo quería pechuga 😔",1
y de donde salió ese,0
Estoy tan feliz que voy a cagarla para sentirme mal otra vez.,0
"TÍPICO: Dice ""Abre Facil"" y termine usando cuchillo, alicate, pistola, espada láser y machete!",1
Típico : Recibir un mensaje en la madrugada y leerlo con un ojo.,0
Que no os engañen que los dieciocho se notan tela,0
No confirmes con tu boca lo que tus ojos no han visto.,0
Es mas fácil decir que estas bien... Que explicar las razones por las que estas mal.,0
"#chiste Pq la Navidad es como un día en la oficina?
Porque tú haces todo el trabajo y el gordo del traje se lleva todo el mérito #chistes RT",1
Hacen chistes con la muerte de Fidel Castro pero critican a quienes hacen chistes por la tragedia del avión. Twitter.,0
Se ven casos de de casos weon que lok es la gente,0
"Se re bardean por si estan a favor o en contra del aborto, de respetar opiniones ni hablemos. La gente no sabe charlar",0
"Bueno ya, basta de hablar de fútbol, hablemos de sexo. ¿Vieron la cogida que le dio el PSG al Barça?",1
Me urge que se ponga de moda que me mandes nudes,0
Bueno el maquillaje para los cosplays sí.(?),0
"La frase más hermosa: ""...pero, te amo"". La frase más dolorosa: ""te amo, pero..."" #Retuitealo",0
"#Chiste Mamá! Dame dinero para un pobre señor que está gritando!
-Y qué grita?
-Heeeladdoooos "" #chistes RT",1
Yo no tengo hilo rojo 😂,0
"«Mijo, ¿quiere otro plato de recalentado navideño?»

—Mi mamá, en mayo de 2017.",1
Mis propósitos para el año 2014: 1)Usar menos Twitter 2)Ir más a gimnasio 3)Ser responsable 4)Ser sociable 5)Dejar de decir tantas mentiras,1
"- ¿Habla usted inglés?
- No, pero lo escucho muy bien.",1
#YoTuveUnMaestro que siempre me daba una charla de 20 minutos sobre no perder el tiempo.,1
"¿La Valentina ""Picante"" sí es legal?",0
Quiero llorar.,0
Me dijeron ve a por todo y fui a por ti,0
"Con esta cruda no sé si voy o vengo, si fui o vine, si es 2018 o 2017, arriba abajo, media vuelta putos todos.",0
Situación sentimental: ❒ En una relación. ❒ Casado. ❒ Soltero. ✔ Lo importante es la salud,1
"Un tipo entra a una ferretería 
-hola, me da 100 gramos de clavos? 
-no querés mejor mortadela? 
-Buenisimo
-cucurucho o vasito?",1
Esta tan enfermo que el medico le dijo que la unica esperanza que le queda es  la reencarnación.  #chistes #humor,1
"Para mi Aitana hace mal, en exponer tanto a Versace
*Opinión Personal.
Luego viene lo que viene",0
"Rahmar es de los míos, le pone alcohol a todo lo que come y toma !! SALUD PAPUCHO!! #MasterChefMx",0
siganme en @joselitoos alli doy #followback,0
el nacional y el mundial no pido más que eso este año🦁🇦🇷 💙⚽!,0
"Un albañil bañado.

¿Es un Maestro Limpio?",1
Que lindo es engancharse con alguien que también esta hasta las manos con vos y que sabes que no te va a cambiar por nadie,0
¿Pur qué no me han nominado a mejor entrenador femenino si entrené a Cristiano?,1
"Miras atrás GOL DE CHILE
Miras a la izquierda GOL DE CHILE
Miras a la derecha GOL
Miras abajo GOL 
Miras arriba GOL
Lloras GOL DE CHILE",0
"El ventilador en mi colegio tiene 3 velocidades:
1) Abanico de papel
2) Algo es algo
3) En cualquier momento se cae y nos mata a todos #xD",1
"—Puta.
—¡¿QUEEÉ DIJISTE?!
—Puta sorda.",1
Estoy bajo su poder🎶💓💔🔥,0
"#chiste  llega Jaimito a una farmacia corriendo.
señorita, me da un condon?
niño Cuida tu lengua
entonces deme 2
 #chistes RT",1
La ventaja d vivir en donde vivo es q el sitio es tan caliente q ni los Atalayas se atreven a pasar por aqui!,0
Estoy viendo las estrellas sin necesidad de mirar arriba,0
To esos trucos ya me los sé.,0
"—Hijo, ¿puedo contarte una historia? —¡Claro, papá! —Ok. Había una vez, un carro, y ese carro atropelló a tu perro esta mañana, entonces...",1
La ignorancia en mi madre sobre un tema taaan normal es woow 🤦🏾‍♀️,0
Las chapi tienen las suerte ahora mismo😂😂,0
"No la pongas triste, mejor ponela en 4",0
"Soy del 99,9% que no saben las calles, pero saben como llegar.",0
"Es posible que el hombre haya descubierto el fuego, pero fue la mujer la que descubrió como jugar con él. -Sex and theCity",1
¿Y si Don Vergas era parte del Jurado para elegir al Premio Nobel de Literatura?,0
"—Del 1 al 10, ¿Cuánto me quieres?

—Te quiero en 4.",1
"Si finge que está durmiendo, es para que la despiertes a besos.",0
""" Deben ser los ligamento, pero tranqui. No es nada... "" 
Un copado el traumatólogo ?",0
UN #FF A TODOS :) :),0
"A veces me gustaría apreciar un poco más el reggaeton, pero creo que mi mamá no consumió suficientes drogas durante mi embarazo!",1
Putas todas.,0
No se puede ser fuerte con alguien que es tu debilidad.,0
"Ayer mi exnovia me envio una foto teniendo sexo con su nuevo novio, reaccione como todo ser humano hubiera hecho; se la envie a su padre #XD",1
"Ay me gusta como se ve mi perfil ahora, estoy enamorada de mi propia cuenta ❤",0
La cinemática de Noctis con los Señores de Lucis es más espectacular que todo FFXV,0
Menos pelas dívidas,0
A veces las malas decisiones nos llevan a los lugares correctos,0
Los zombies que cuentan chistes... ¿Zombienchistosos?,1
Send buena suerte,0
"Típico: Ir caminando por la calle, toparse alguien, dar un paso a la derecha, luego a la izquierda y así terminar bailando un hermoso vals.",0
"Siempre que tengo mucha hw me pongo a twittear sobre que tengo mucha hw, y muchos de mis tweets solo son de hw, que hueva",0
"Octubre, noviembre y diciembre es como viernes, sábado y domingo.",0
"Dijo Lu: Hasta las manos??
Rtt Lulu❤",0
Amor eterno le tengo a esa personita que siempre esta conmigo y nunca me deja solo💜,0
"Bajó la temperatura, pero los cortes de luz persisten",0
2 palabras 11 letras 100 complicaciones 1 desgracia “Batería baja”.,1
"Lleva condones,o no tengas sexo,simple...""@underscoreJC: Tengo miedo de salir preñá si voy a las Fiestas de la Calle San Sebastián.""",0
Mi top 10 de películas favoritas también cambió 💁👌,0
vieron que ahora se puede poner youtube en modo nocturno ahre tarde yo,0
"Tan difícil que es querer dormir por la noche, pero tan tan tan fácil que es querer dormir por la mañana.",0
"#chiste Te gusta el surf? 
—No ¿Por qué? 
—Es que tu novia parece una tabla #Chistes RT",1
"Me: Ni por el hijueputas te escribo. 

10 minutes later: te extraño.",0
"via @alfortiz66: @luorba  7:00 a.m. sobre trabajadores, como la de hace 15 días. #Valencia",0
No puedo creer que exista una escena donde dos chapan mientras barren y acá uno no chapa ni a la luz de la luna,1
Haría lo que fuera por tener un cuerpo delgado y marcado. Excepto dejar de comer y hacer ejercicio.,1
"Atlético vs Real Madrid.

Guarden este comentario.",0
"Televisa compró SDP Noticias. SDP Noticias compró El Deforma.
CORTE A: El Deforma cambia de nombre a Televisa. Nadie nota la diferencia.",0
#EsDeMORENAzis comer y masticar como pinche vaca,0
"Bañarse sin música, es como no bañarse.",0
"Poco a poco la vida nos enseña, por quién debemos luchar y a quién debemos renunciar.",0
Esos twitts de @UnPsic0analista #ahijoesu andan con todo... 💪🏻,0
Un día como hoy hace 3 años conocí a mi pinshi Diosa @Lagalatzia  💓,0
"-Mamá, mamá... -¿Ahora qué carajos te dicen en la escuela, Pepito? #fb",1
¿Eres bueno en la cama? —¡Claro! Ya no me orino tanto. #XD,1
"Mientras más boluda es una persona, más talentosa se cree.",0
"Dios, mis hijos y yo.👩‍👦‍👦🙏🏼❤️",0
Recuerdo cuando Halloween era para los niños y no para vejestorios ridículos que parece que no tuvieron infancia.,1
"—Me gustas.
—Ok, cualquier cosa, yo te aviso.",1
"Ya me empezó a dar hambre de la mala, de esa que te hace poner tuits pagados y convertir hashtags en tendencia.",0
🐽sos re buena ondaa,0
"-Policía policía tengo un problema.
-¿Que pasa?
-Que dos chicas se están peleando por mi.
-¿Y que problema hay?
-Pues que va ganando la fea.",1
Por qué tienes candado? @Colme__,0
"-Doctor, ¿cuánto tiempo de vida me queda? -Creo que no más de 10... -¿Que? ¿10 qué? ¿Meses, semanas? -10, 9, 8, 7...",1
"Los bikinis exponen el 90% del cuerpo de una mujer, pero yo como todo un caballero, sólo miro el 10% que está cubierto.",1
Willow tu madre quiere sobre girar las tarjetas.,0
Y si te quedas esta noche.. 😍🤤,0
"Te entro como testigo de Jehova sordo, al timbre...",1
"-Mesero!, el pollo esta crudo! - ¿Como lo sabe, si no lo ha probado? - Es que se esta comiendo mi ensalada.",1
Tendré que mirar el capítulo de Simona,0
SI NO BRILLO YO... QUE BRILLEN LOS QUE AMO 💋,0
La copa del Rey es la copa menos importante de la temporada. Lo importante ahora es Eurovisión.,0
"Hay un payaso que tiene Blackberry , es el payaso pin pin 
#frases #chistes",1
Hoy me voy de trío. Espero que el otro vergon me de la talla en morbo.,0
"Mamá, mamá, me dijeron @Rihanna! — ¿Donde? — ♪En la escuela ela ela eh eh eh..♫ #xD #JAJAJA #RT",1
"Pasa un niño y otro niño le dice: -¡Adiós bizco! Y él contesta: -Adiós, par de maricas! #fb",1
Odio la escuela en la tarde noche,0
Un sr. de 40 años en Elektra: -Srita. vengo a liquidar el pago de esta carreola -¿Y el bebé? -Soy yo...,1
¿Sera que hoy podremos llegar a los +11.500 seguidores? #TwitterON,0
No puede ser falleció Daniel peredo.  El relator peruano que espero toda su vida narrar un mundial.  Una verdadera pena,0
"-Amor, ¿Este jean me hace ver gorda?
-¿Te vas a enojar si te digo la verdad?
-Ay, no, dale, dime
-Me cogí a tu hermana.",1
akdlsjda perdón no voy a subir capturas se me escapó (?,0
"Otra temporada de #MasterChefUy que termina y todavía nadie agarró la caja de bombones del almacén.
Me siento estafado.",1
"—¿Cuál es mi calificación?

—10.

—Écheme la mano profe, me van a correr de mi casa.

—Pero si ya tienes 10.

—Ay wey. Perdón, la costumbre.",1
"Comezón en la nariz, la causa más frecuente de muerte en los videojuegos. #fb",1
"Mi rutina diaria consiste en despertar con sueño, dormir con sueño, vivir con sueño.",0
"Era hoy, Ramón!!!!",0
"Una mujer está enojada si:

—No habla.
—Habla sin parar.
—Actúa como si nada pasara.
—Está rara.
—Te insulta.

Y también podría no estarlo.",1
"En España primero te matan o te exigían. Y cuando te mueres te hacen homenajes 
Véase. Lorca. Hernández. Machado",0
Lo que sea que ames esa es tu debilidad.,0
"Buenos días a todos, menos a esas personas que cuando les das los buenos días, no te los contestan. A ellos NO.",0
BRAAAYAN MAYERRRSS,0
"—Mamá, ¿Por qué se obsesionan en prevenir el embarazo adolescente? 
—Pregúntale a tu Papá. 
—¿Cuál Papá, Mamá? ¡Nunca lo conocí!
—Exacto.",1
Nos vemos mañana!!,0
"Quiero que me open tu jart, bebé. #YeahOpening",0
"—¿Qué pasó? traes los ojos muy rojos
—¡LO ACEPTO AMOR, FUMÉ MARIHUANA!
—A mí no me haces tonta, lloraste porque se murió Juan Gabriel. 🙄
—😭",1
Que dolor de espalda 😣,0
"Una mujer celosa le pregunta a su marido:
- ¿Con cuántas mujeres has dormido?
- ¡Contigo nada más! Con las otras ...",1
"Existen 5 niveles de temor:
—El miedo.
—El pánico.
—-El celular que se cae.
—12 llamadas perdidas de tu mamá.
—Y el ""tenemos que hablar"".",1
"Todos hablando de que Vicky Davila renuncio, pero nadie recuerda a jesucristo nuestro señor.",0
Eres la casualidad más bonita que llegó a mi vida.,0
BYE FELICIA! #Hollyoaks,0
"La zanahoria es buenisima para la vista. 
A mi prima le metieron una en el culo y le hizo ver las estrellas
#chistes",1
"Estoy llorando. Extraño escucharlo. Lo recuerdo con sus gafas, su pijamas de Goofy y simplemente...lloro. #DirectoAlfred",0
"A mi también se me paró el corazón con el ""¿Te puedo hacer una pregunta?""",0
"Yo también de pequeño me quedaba mirando las gotas de lluvia en el cristal del coche, para ver como hacían carreritas.",0
"La persona con la que estabas siempre termina con la persona que una vez dijo que no te preocuparas, SIEMPRE jajaj",0
"-Terminator, a qué debo tu visita? -Doctor me falla el sentido del gusto, el tacto, el oído, el olfato y hasta la vista, baby.",1
"Me ahogo con los tuits de Amaia, casi no se mete pero cuando lo hace madre mia",0
estoy aburrida mejor me voy a comer una milanga mientras miro algo de mis siete ángeles,0
"—Cuando te besé me tragué tu chicle. 
—No traía chicle. 
—¿Entonces?
—Tengo gripa
-Yiuuu :(",1
"Robando el desayuno en cualquier bar de mañaneo, en vez de estar en tu cama como un crio en el recreó.",0
naaaaa que lindo viento estoy enamoradisima,0
Soy la Ciccolina y me banqué la vergadura #Correctivo,1
Los zombie que cuentan chistes.... ¿Zombienchistosos?,1
"#20Feb Engreida. Persona que aprender a grupos de medios amores debe tener un minuto más, ¡NUNCA TE RINDAS! Ignora",0
"— Voy Amarte. 

— ¿Lo prometes? 

— Si, trabajo en la NASA.",1
—¿Y te gusta?  —Pues cuando me llegan sus WhatsApps hago el Harlem Shake.,1
Todos saben que odio los abrazos.,0
Haz metido la pata y a llorado un ángel,0
#GodinQueSeRespeta pone la champions en su computadora,0
"Soy una mujer de Paz,tanto q soy capaz d matar a golpes a quien no siga mis consejos pacifistas!#GretchenCuotes",1
-Mi gorda mujer consultó con un célebre dietólogo -¿Y cuanto ha perdido? -En tres meses que lleva... cien mil pesos! #fb,1
Recibir un mensaje en la madrugada y leerlo con un ojo...,0
Amó caminar en las mañanas frescas🤤😍,0
Se tardan 3 horas en responder y cuando los ves en persona revisan el celular cada 3 segundos 😒,0
"Cosas nacas, y usar lentes de contacto de colores.",0
"Fui a robar el banco y un policía me dijo ""está mal lo que haces"" le dije ""NADA ESTÁ MAL SI REALMENTE TE HACE FELIZ"" Nos abrazamos ahí mismo",1
#10DiasdeOracao temos que orar,0
En ocasiones suelo aferrarme a cosas equivocadas,0
Se me hace que mi higado no va a aguantar el tiempo extra,0
"Los de Telecinco son como yo, solo ven las jugadas que favorecen al Barça. En las otras estamos muy muy muy muy lejos y no vemos nada.",0
Que Lionel D10S Messi marca hoy al Chelsea lo sabe hasta Donald Trump,0
"La interminable pelea política en Argentina es porque nadie se quiere hacer cargo de la cagada, pero todos quieren tirar la cadena.",1
Fan de Caprile. En todos los sentidos..... #MaestrosDeLaCostura,0
estoy muy aburrido me voy a matar,0
"Estoy en la etapa en que decis listo, rinda como rinda quiero rendir ya y dejar de pasarla mal",0
Parece que se olvidó -empieza a lagrimear-,0
La de la panadería me pregunta si me gusta caliente el café. Como ustedes cuando avisan que llueve.,0
Algunas personas necesitan un abrazo. En el cuello. Con una soga. Hasta que ya no puedan respirar.,1
"❕             Las etapas de la vida,",0
"De novios:
""Tu amiga la gordita me cae súper bien"".

De casados:
""Esa pinche marrana me caga los huevos, pinche vieja metiche"".",1
"Pareciera broma, pero Facebook te manda la notificación del cumpleaños de la persona que más verga te vale en este mundo.",1
No vale la pena sufrir por alguien que ni siquiera se acuerda de ti.,0
"Los abrazos de Anto son los más sinceros😀😀
Hoy la vi😁😁",0
"-Gómez, es el cuarto día que llega tarde esta semana. ¿Qué conclusión saca de eso? -Pues... Que hoy es jueves.",1
"No eres tú, soy yo, abre por favor...",0
Pro cmo podéis decir k bad bunny ta más pegao k Drake jajajajsjjjja,0
"-Pitufo ¿cómo se llama el compuesto químico para evitar el embarazo?

 -Nitrato de meterlo.",1
"—¿Cómo va la dieta?
—La dejé, tengo una enfermedad que me impide hacer dietas...
—¿Qué enfermedad?
—Hambre, un chingo de hambre.",1
Las 4 y 10.,0
q tal si me tiro x un puente,0
al saber que indio estara bailando para provocar semejante pijaso de agua guau,0
"Quiero un iPhone5. ¿Por qué? Todo el mundo tiene uno. Si todo el mundo se tira por un puente, ¿Tú también? No, me quedo con sus iPhone.",1
"—Tengo un coeficiente intelectual superior al promedio.
—¿Cómo lo sabes?
—Me salió en un test de Facebook.
—Okeeeey.",1
"11:11 que MTV vuelva a ser un canal de videos y música, y no de realitys baratos y pubertas embarazadas.",0
"Durante el censo:¿Su nombre? Adán
¿Su Esposa? Eva
¡Increíble! ¿Por casualidad la serpiente también vive aquí?
Sí,un momento. ¡¡¡Suegraaaa!!!",1
Teníamos una farmacia pero la cerramos porque no teníamos mas remedio. #fb,1
"Si tuviera un peso por cada vez que alguien me dice ""feo"", sería pobre porque soy perfecto.",1
"—¿Oye y por que no trajiste condones?  
—Me dijiste que íbamos a ver una película, ¿no? Ándale pon Netflix. 

 *Todos los hombres, siempre*",1
"—¿Por qué lloras? 
—Todo me sale mal.
—Soy tu hada madrina, pide 3 deseos.
—Deseo que sean 4.
—Concedido, te quedan 3.
—😭",1
"-Buenos días 
-Nacaaa tu veeerrrga",0
"Feliz Día del Libro a todos, menos a Peña Nieto, porque para él, hoy es asueto.",0
"9 ya extraño tus peleas con mi amiga jajajaja estas más linda, llévame con vos para alla",0
El frío de mi cuerpo ya no pregunta por ti,0
Quieren algunas ideas para deshacerse de @BebeVitaReal? #Frogiesporsiempre,0
‎—¿Y mi regalo? —Lo dejé —¿Ja? —¿Dejé? —¿De jebe tu de jebere seibiunouva majavi? —¿An de bugui an de güididípi? —JAJAJA —Terminamos! —:(,1
"¿Cuál es el principal problema de la economía en Marruecos?
-La morosidad  #chistes",1
"Estoy super contenta hoy, porque mi padre podrá dejar de hacerme de chofer el pobre y aii😳😍",0
"Una mujer que no pide nada, ella lo merece todo. ¡Tan simple como eso! #FelizDíaDeLaMujer",0
Ya se antojan los clamatoños,0
Ya denle informacion de donde esta su maleta ami bebe @mariobautista_  @Aeromexico #AEROMEXICOTIENEPESIMOSERVICIO,0
Dicen que los que hacemos reir hacemos el amor rico..... dicen.,0
#BuenLunes y recuerden: Nadie sabe lo que tiene hasta que viene su madre y dice: ¿Esto te sirve o lo tiro?,1
Aurelio Nuño renunció a la SEP para coordinar la precampaña de Meade. Lo acabo de ler. No lo pude crer. Dejan lo que sea por el PODEER.,0
"No hagas a los demás lo que no te gustaría que te hicieran a ti. Así que ""NO ENCIENDAS LA LUZ CUANDO ESTOY DURMIENDO"".",1
"Feliz cumpleaños Alejandro @alejogentile 
Abrazo de gool !!",0
Más hecha mierda q nunca,0
Me encanta cuando me miras como si supieras que estoy pensando en ti.,0
España se dejó eliminar de la Eurocopa para apoyar a Messi. #Respect,1
Voy a descargar un par de temas,0
Iba caminando y me aventaron un huevo y que les grito: -Avientenme a su mama PUTOS… ¡y me aventaron una Gallina!,1
"De verdad, la gente que apoya a la muerte, ni siquiera valoran SU PROPIA VIDA?Y si a vos nefasto/a te hubiesen abortado?QUE..PREGUNTENSE ESO",0
"Todo es vida y muerte, igual no podemos aceptar la segunda.",0
"—¿Cuál es su talento? —Dormir, Comer y tener sueño.",1
Un RT y un aplauso para esas personas que quieren joderte la vida y lo único que consiguen es hacerte reír.,0
"La clave está en decir ""NO"" sin culpa y ""SI"" sin miedo.",0
Hay dos clases de personas que no pueden repetir las mismas fallas. Las vírgenes y los paracaidistas.,1
"—Mamá, ¿Qué es una ninfómana? 
—Una mujer obsesionada con el sexo.
—¿Y cómo se le dice a los hombres obsesionados con el sexo? 
—Hombres.",1
"Tu novio el que se queja de que llueve, de que hace frío, de que hace calor... Búscate uno heterosexual.",0
"Oye, ¿A ti te resulta difícil tomar decisiones? -Mmmm, sí y no.",1
Poco dormí,0
a ver si me muero,0
"Despierto, duermo, despierto, duermo.... Y así se me pasa las vacaciones, los días, los meses, la vida... 😅",0
"—Profe, estoy dispuesta a hacer lo que sea para pasar la materia. —¿Lo qué sea? —Sí. —Entonces ponete a estudiar y deja de hacerte la puta.",1
"Mano, eu amo o tuyter",0
"Prestar el celular sin tener la necesidad de borrar algo, eso es confianza absoluta.",0
"Típico : –¿Me das? – ¡Nooooooooo! – ¡Ok, gracias! –¡Mentira toma! – ¡No, gracias ya no quiero!",1
"—¿A dónde vamos?

—A ser felices.

—¿Vamos a comer hamburguesas?

—¡Aiñññ! me conoces tan bien por eso te amo. 

*Unos gorditos enamorados*",1
"#chiste: Si tu apellido fuera “Melculo” como te gustaria que fuera tu nombre?
A) Abraham B) Rosa C) Deborah Piensalo y me avisas #chistes RT",1
#QueLindoSeriaQueEnEl2015 no hubiera mas guerras en el mundo...,0
"espero poder cambiarme de colegio, así ya no veo más a toda esa gente de mierdaaaa",0
Sánchez Cordero dice que el triunfo de AMLO está en veremos debido a los personajes que está incorporando a su proyecto.,0
"Soy virgen, lo juro por mis dos hijos!",1
"Yo solo quiero vivir como Phineas &amp; Ferb ellos siempre están de ""VACACIONES"".",0
Meeeee encantaas😍,0
"se me han puesto los pelos de punta, madre mía samuel #LaVozKids1",0
Lo siento por todos los españoles e ingleses que compraron boletos para los octavos...,0
Un negrito a la registraduria: -Oiga Jeñol porque tengo 2 fotos en la cedula? -Señor esa es la huella digital!,1
Ay ya... echémosle la culpa de todo a la luna,0
"Si tu mamá nunca te dijo la frase: ""Y si tus amigos se tiran de un puente, ¿tu también te tiras?"", no es tu mamá.",0
